location,location_other,timezone,expenses,workspace,class_attendance,enrollment_changes,preferred_grading,flu_symptoms,tested,self_quarantined,know_positive,spring_break,harvard_handling,harvard_comments,govt_handling,govt_comments,normal_estimate,thoughts,year,gender,ethnicity,freshman_dorm,house,concentration
Family home,,-4,250,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",7,I think Harvard acted decisively at a time went many people didn’t understand the severity of the outbreak and probably prevented many students from becoming ill.,3,The government should have taken the virus seriously as soon as cases started expanding in China. The idea that we were not going to be affected or that it was just another flu will cost this country thousands of lives. Wishful thinking has never and will never stop a pathogen.,2-3 months,,2022,Male,White,,Quincy,Molecular and Cellular Biology
Family home,,-4,1000,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,,Optional pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",9,Good should have more exceptions for staying on campus.,7,Should have shut our borders in February. Trumps gotten better since then.,6-12 months,,2022,Male,White,,Quincy,Statistics
Family home,,-4,1000,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,,Universal pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",Yes,"Yes, but it was not the spring break trip I planned",3,,1,The CDC and federal government have been absolutely disappointing and embarrassing.,12+ months,Please don't be selfish and refuse to practice social distancing. Please don't vote for Trump.,2020,Female,White,Canaday,Lowell,Computer Science
Family home,,-4,4,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,,None of the above,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",2,the financial aid assistance was very poor. they also did not give us enough time to leave.,1,there's not enough tests. we had months to prepare for this and didn't. our country is literally the worst prepared and we have the most cases now,2-3 months,capitalism is broken,2020,Female,Black or African American,,Eliot,"Astrophysics,    Physics"
Family home,,-5,600,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,,Optional pass/fail,No,No,I have not self-quarantined after leaving campus,No,"No, I cancelled spring break plans",5,"It should have had a logner period to move out and been more organized. it was too top-down. No one knew what was happening the first few days, which mattered because the move out window was only 5 days long. I bought, and had to cancel a plane ticket, when I could ahve just had teh fin aid offfice do ti for me, but none of them knew about teh eviction before it was sent out. ",8,,Less than a month,"It's likely seasonal, we will be good in spring",2022,Male,White,Canaday,Quincy,Applied Mathematics
Family home,,-4,1500,I have a quiet space to work but not reliable internet access,Watching live on Zoom,,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",7,"Harvard's response was appropriate in hindsight given the drastic increase in the number of cases each day. Staying on campus would have been a huge mistake. However, I wish we were given more explanation and better handling of the decision to move out students without a well-thought-out system for doing so. What's going to happen to seniors?",1,"Terrible. President Trump knew of this impending pandemic and instead of preparing the citizens by ensuring adequate testing, ventilators, and PPE in all states, he and his close followers chose to profit from insider trading and misinformation about the severity of the virus for the sake of his reelection campaign. ",12+ months,"It has been eye-opening to the lack of empathy both on and off-campus for others in worse situations. Moreover, the government really has exposed more scandal, lying, misinformation, and the futility of of the system that can so easily dish out money to businesses and large corporations but claims its citizens don't need the money. The US was never that ""great"", so there's no use trying to make it something it was never - especially those on the margins of society via race, gender, sexuality, immigrant status, disability status, and socioeconomic status. Harvard is also not perfect and frequently contributes to and propagates these issues in other ways on campus, but overall I am happy (to some degree) with Harvard's willingness to change and with Harvard's response to the pandemic. ",2020,Female,Black or African American,Lionel,Eliot,Visual and Environmental Studies
Family home,,2,0,I have a quiet space to work but not reliable internet access,Mix of both live and recorded lectures/sections,,Universal pass/fail,Mild symptoms,Yes,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",7,"I think looking back it was the right decision, but when we got the email on Tuesday it seemed like a rushed decision and many people were a little lost. But day after day the university offered more help. Offering generous financial aid and going universal pass/fail is at least a coherent policy, everything else would have been hypocritical of Harvard!",5,,6-12 months,,2023,Male,White,Matthews,N/A,Applied Mathematics
Family home,,-4,,I have reliable internet access and a quiet space to work,Watching live on Zoom,,Universal pass/fail,No,No,I have self-quarantinined from family and friends,Yes,"No, I did not have spring break plans",8,,1,,6-12 months,,2020,Male,Asian,,Winthrop,East Asian Studies
Family home,,6,,I have reliable internet access but not a quiet space to work,Watching live on Zoom,,Universal pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",8,,7,,6-12 months,,2023,Male,Asian,Matthews,,Computer Science
Family home,,,300,I have neither a quiet space to work nor reliable internet access,Watching live on Zoom,,Universal A/A-,No,No,I have self-quarantinined from family and friends,No,"No, I cancelled spring break plans",6,,1,,6-12 months,,2021,Female,Asian,,Quincy,Psychology
